id,label,subPropertyOf,equivalentProperty,subproperties,domainIncludes,rangeIncludes,inverseOf,supersedes,supersededBy,isPartOf
https://schema.org/diagram,diagram,,,,https://schema.org/AnatomicalStructure,https://schema.org/ImageObject,,,,
https://schema.org/diet,diet,https://schema.org/instrument,,,https://schema.org/ExerciseAction,https://schema.org/Diet,,,,
https://schema.org/dietFeatures,dietFeatures,,,,https://schema.org/Diet,https://schema.org/Text,,,,
https://schema.org/differentialDiagnosis,differentialDiagnosis,,,,https://schema.org/MedicalCondition,https://schema.org/DDxElement,,,,
https://schema.org/digitalSourceType,digitalSourceType,,,,https://schema.org/CreativeWork,https://schema.org/IPTCDigitalSourceEnumeration,,,,https://pending.schema.org
https://schema.org/directApply,directApply,,,,https://schema.org/JobPosting,https://schema.org/Boolean,,,,https://pending.schema.org
https://schema.org/director,director,,,,"https://schema.org/Clip, https://schema.org/CreativeWorkSeason, https://schema.org/Episode, https://schema.org/Event, https://schema.org/Movie, https://schema.org/MovieSeries, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGame, https://schema.org/VideoGameSeries, https://schema.org/VideoObject",https://schema.org/Person,,https://schema.org/directors,,
https://schema.org/directors,directors,,,,"https://schema.org/Clip, https://schema.org/Episode, https://schema.org/Movie, https://schema.org/MovieSeries, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGame, https://schema.org/VideoGameSeries, https://schema.org/VideoObject",https://schema.org/Person,,,https://schema.org/director,
https://schema.org/disambiguatingDescription,disambiguatingDescription,https://schema.org/description,,,https://schema.org/Thing,https://schema.org/Text,,,,
https://schema.org/discount,discount,,,,https://schema.org/Order,"https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/discountCode,discountCode,,,,https://schema.org/Order,https://schema.org/Text,,,,
https://schema.org/discountCurrency,discountCurrency,,,,https://schema.org/Order,https://schema.org/Text,,,,
https://schema.org/discusses,discusses,,,,https://schema.org/UserComments,https://schema.org/CreativeWork,,,,
https://schema.org/discussionUrl,discussionUrl,,,,https://schema.org/CreativeWork,https://schema.org/URL,,,,
https://schema.org/diseasePreventionInfo,diseasePreventionInfo,,,,https://schema.org/SpecialAnnouncement,"https://schema.org/URL, https://schema.org/WebContent",,,,https://pending.schema.org
https://schema.org/diseaseSpreadStatistics,diseaseSpreadStatistics,,,,https://schema.org/SpecialAnnouncement,"https://schema.org/Dataset, https://schema.org/Observation, https://schema.org/URL, https://schema.org/WebContent",,,,https://pending.schema.org
https://schema.org/dissolutionDate,dissolutionDate,,,,https://schema.org/Organization,https://schema.org/Date,,,,
https://schema.org/distance,distance,,,,"https://schema.org/ExerciseAction, https://schema.org/TravelAction",https://schema.org/Distance,,,,
https://schema.org/distinguishingSign,distinguishingSign,,,,https://schema.org/DDxElement,https://schema.org/MedicalSignOrSymptom,,,,
https://schema.org/distribution,distribution,,,,https://schema.org/Dataset,https://schema.org/DataDownload,,,,
https://schema.org/diversityPolicy,diversityPolicy,,,,"https://schema.org/NewsMediaOrganization, https://schema.org/Organization","https://schema.org/CreativeWork, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/diversityStaffingReport,diversityStaffingReport,https://schema.org/publishingPrinciples,,,"https://schema.org/NewsMediaOrganization, https://schema.org/Organization","https://schema.org/Article, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/documentation,documentation,,,,https://schema.org/WebAPI,"https://schema.org/CreativeWork, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/doesNotShip,doesNotShip,,,,"https://schema.org/OfferShippingDetails, https://schema.org/ShippingRateSettings",https://schema.org/Boolean,,,,https://pending.schema.org
https://schema.org/domainIncludes,domainIncludes,,,,https://schema.org/Property,https://schema.org/Class,,,,https://meta.schema.org
https://schema.org/domiciledMortgage,domiciledMortgage,,,,https://schema.org/MortgageLoan,https://schema.org/Boolean,,,,https://pending.schema.org
https://schema.org/doorTime,doorTime,,,,https://schema.org/Event,"https://schema.org/DateTime, https://schema.org/Time",,,,
https://schema.org/dosageForm,dosageForm,,,,https://schema.org/Drug,https://schema.org/Text,,,,
https://schema.org/doseSchedule,doseSchedule,,,,"https://schema.org/Drug, https://schema.org/TherapeuticProcedure",https://schema.org/DoseSchedule,,,,
https://schema.org/doseUnit,doseUnit,,,,https://schema.org/DoseSchedule,https://schema.org/Text,,,,
https://schema.org/doseValue,doseValue,,,,https://schema.org/DoseSchedule,"https://schema.org/Number, https://schema.org/QualitativeValue",,,,
https://schema.org/downPayment,downPayment,,,,https://schema.org/RepaymentSpecification,"https://schema.org/MonetaryAmount, https://schema.org/Number",,,,https://pending.schema.org
https://schema.org/downloadUrl,downloadUrl,,,,https://schema.org/SoftwareApplication,https://schema.org/URL,,,,
https://schema.org/downvoteCount,downvoteCount,,,,https://schema.org/Comment,https://schema.org/Integer,,,,
https://schema.org/drainsTo,drainsTo,,,,https://schema.org/Vein,https://schema.org/Vessel,,,,
https://schema.org/driveWheelConfiguration,driveWheelConfiguration,,,,https://schema.org/Vehicle,"https://schema.org/DriveWheelConfigurationValue, https://schema.org/Text",,,,
https://schema.org/dropoffLocation,dropoffLocation,,,,https://schema.org/RentalCarReservation,https://schema.org/Place,,,,
https://schema.org/dropoffTime,dropoffTime,,,,https://schema.org/RentalCarReservation,https://schema.org/DateTime,,,,
https://schema.org/drug,drug,,,,"https://schema.org/DrugClass, https://schema.org/MedicalCondition, https://schema.org/Patient, https://schema.org/TherapeuticProcedure",https://schema.org/Drug,,,,
https://schema.org/drugClass,drugClass,,,,https://schema.org/Drug,https://schema.org/DrugClass,,,,
https://schema.org/drugUnit,drugUnit,,,,"https://schema.org/Drug, https://schema.org/DrugCost",https://schema.org/Text,,,,
https://schema.org/duns,duns,https://schema.org/identifier,,,"https://schema.org/Organization, https://schema.org/Person",https://schema.org/Text,,,,
https://schema.org/duplicateTherapy,duplicateTherapy,,,,https://schema.org/MedicalTherapy,https://schema.org/MedicalTherapy,,,,
https://schema.org/duration,duration,,,https://schema.org/loanTerm,"https://schema.org/Audiobook, https://schema.org/Episode, https://schema.org/Event, https://schema.org/MediaObject, https://schema.org/Movie, https://schema.org/MusicRecording, https://schema.org/MusicRelease, https://schema.org/QuantitativeValueDistribution, https://schema.org/Schedule",https://schema.org/Duration,,,,
https://schema.org/durationOfWarranty,durationOfWarranty,,,,https://schema.org/WarrantyPromise,https://schema.org/QuantitativeValue,,,,
https://schema.org/duringMedia,duringMedia,,,,https://schema.org/HowToDirection,"https://schema.org/MediaObject, https://schema.org/URL",,,,
https://schema.org/earlyPrepaymentPenalty,earlyPrepaymentPenalty,,,,https://schema.org/RepaymentSpecification,https://schema.org/MonetaryAmount,,,,https://pending.schema.org
https://schema.org/editEIDR,editEIDR,https://schema.org/identifier,,,https://schema.org/CreativeWork,"https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/editor,editor,,,,https://schema.org/CreativeWork,https://schema.org/Person,,,,
https://schema.org/eduQuestionType,eduQuestionType,,,,"https://schema.org/Question, https://schema.org/SolveMathAction",https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/educationRequirements,educationRequirements,,,,"https://schema.org/JobPosting, https://schema.org/Occupation","https://schema.org/EducationalOccupationalCredential, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/educationalAlignment,educationalAlignment,,,,"https://schema.org/CreativeWork, https://schema.org/LearningResource",https://schema.org/AlignmentObject,,,,
https://schema.org/educationalCredentialAwarded,educationalCredentialAwarded,,,,"https://schema.org/Course, https://schema.org/EducationalOccupationalProgram","https://schema.org/EducationalOccupationalCredential, https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/educationalFramework,educationalFramework,,,,https://schema.org/AlignmentObject,https://schema.org/Text,,,,
https://schema.org/educationalLevel,educationalLevel,,,,"https://schema.org/CreativeWork, https://schema.org/EducationEvent, https://schema.org/EducationalOccupationalCredential, https://schema.org/LearningResource","https://schema.org/DefinedTerm, https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/educationalProgramMode,educationalProgramMode,,,,https://schema.org/EducationalOccupationalProgram,"https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/educationalRole,educationalRole,,,,https://schema.org/EducationalAudience,https://schema.org/Text,,,,
https://schema.org/educationalUse,educationalUse,,,,"https://schema.org/CreativeWork, https://schema.org/LearningResource","https://schema.org/DefinedTerm, https://schema.org/Text",,,,
https://schema.org/elevation,elevation,,,,"https://schema.org/GeoCoordinates, https://schema.org/GeoShape","https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/eligibilityToWorkRequirement,eligibilityToWorkRequirement,,,,https://schema.org/JobPosting,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/eligibleCustomerType,eligibleCustomerType,,,,"https://schema.org/Demand, https://schema.org/Offer",https://schema.org/BusinessEntityType,,,,
https://schema.org/eligibleDuration,eligibleDuration,,,,"https://schema.org/Demand, https://schema.org/Offer",https://schema.org/QuantitativeValue,,,,
https://schema.org/eligibleQuantity,eligibleQuantity,,,,"https://schema.org/Demand, https://schema.org/Offer, https://schema.org/PriceSpecification",https://schema.org/QuantitativeValue,,,,
https://schema.org/eligibleRegion,eligibleRegion,https://schema.org/areaServed,,,"https://schema.org/ActionAccessSpecification, https://schema.org/DeliveryChargeSpecification, https://schema.org/Demand, https://schema.org/Offer","https://schema.org/GeoShape, https://schema.org/Place, https://schema.org/Text",,,,
https://schema.org/eligibleTransactionVolume,eligibleTransactionVolume,,,,"https://schema.org/Demand, https://schema.org/Offer, https://schema.org/PriceSpecification",https://schema.org/PriceSpecification,,,,
https://schema.org/email,email,,,,"https://schema.org/ContactPoint, https://schema.org/Organization, https://schema.org/Person",https://schema.org/Text,,,,
https://schema.org/embedUrl,embedUrl,,,,https://schema.org/MediaObject,https://schema.org/URL,,,,
https://schema.org/embeddedTextCaption,embeddedTextCaption,https://schema.org/caption,,,"https://schema.org/AudioObject, https://schema.org/ImageObject, https://schema.org/VideoObject",https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/emissionsCO2,emissionsCO2,,,,https://schema.org/Vehicle,https://schema.org/Number,,,,https://auto.schema.org
https://schema.org/employee,employee,,,,https://schema.org/Organization,https://schema.org/Person,,https://schema.org/employees,,
https://schema.org/employees,employees,,,,https://schema.org/Organization,https://schema.org/Person,,,https://schema.org/employee,
https://schema.org/employerOverview,employerOverview,,,,https://schema.org/JobPosting,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/employmentType,employmentType,,,,https://schema.org/JobPosting,https://schema.org/Text,,,,
https://schema.org/employmentUnit,employmentUnit,,,,https://schema.org/JobPosting,https://schema.org/Organization,,,,https://pending.schema.org
https://schema.org/encodesBioChemEntity,encodesBioChemEntity,,,,https://schema.org/Gene,https://schema.org/BioChemEntity,https://schema.org/isEncodedByBioChemEntity,,,https://pending.schema.org
https://schema.org/encodesCreativeWork,encodesCreativeWork,,,,https://schema.org/MediaObject,https://schema.org/CreativeWork,https://schema.org/encoding,,,
https://schema.org/encoding,encoding,,,,https://schema.org/CreativeWork,https://schema.org/MediaObject,https://schema.org/encodesCreativeWork,https://schema.org/encodings,,
https://schema.org/encodingFormat,encodingFormat,,,,"https://schema.org/CreativeWork, https://schema.org/MediaObject","https://schema.org/Text, https://schema.org/URL",,https://schema.org/fileFormat,,
https://schema.org/encodingType,encodingType,,,,https://schema.org/EntryPoint,https://schema.org/Text,,,,
https://schema.org/encodings,encodings,,,,https://schema.org/CreativeWork,https://schema.org/MediaObject,,,https://schema.org/encoding,
https://schema.org/endDate,endDate,,,,"https://schema.org/CreativeWorkSeason, https://schema.org/CreativeWorkSeries, https://schema.org/DatedMoneySpecification, https://schema.org/EducationalOccupationalProgram, https://schema.org/Event, https://schema.org/MerchantReturnPolicySeasonalOverride, https://schema.org/Role, https://schema.org/Schedule","https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/endOffset,endOffset,,,,https://schema.org/Clip,"https://schema.org/HyperTocEntry, https://schema.org/Number",,,,https://pending.schema.org
https://schema.org/endTime,endTime,,,,"https://schema.org/Action, https://schema.org/FoodEstablishmentReservation, https://schema.org/InteractionCounter, https://schema.org/MediaObject, https://schema.org/Schedule","https://schema.org/DateTime, https://schema.org/Time",,,,
https://schema.org/endorsee,endorsee,https://schema.org/participant,,,https://schema.org/EndorseAction,"https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/endorsers,endorsers,,,,https://schema.org/Diet,"https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/energyEfficiencyScaleMax,energyEfficiencyScaleMax,,,,https://schema.org/EnergyConsumptionDetails,https://schema.org/EUEnergyEfficiencyEnumeration,,,,https://pending.schema.org
https://schema.org/energyEfficiencyScaleMin,energyEfficiencyScaleMin,,,,https://schema.org/EnergyConsumptionDetails,https://schema.org/EUEnergyEfficiencyEnumeration,,,,https://pending.schema.org
https://schema.org/engineDisplacement,engineDisplacement,,,,https://schema.org/EngineSpecification,https://schema.org/QuantitativeValue,,,,https://auto.schema.org
https://schema.org/enginePower,enginePower,,,,https://schema.org/EngineSpecification,https://schema.org/QuantitativeValue,,,,https://auto.schema.org
https://schema.org/engineType,engineType,,,,https://schema.org/EngineSpecification,"https://schema.org/QualitativeValue, https://schema.org/Text, https://schema.org/URL",,,,https://auto.schema.org
https://schema.org/entertainmentBusiness,entertainmentBusiness,https://schema.org/location,,,https://schema.org/PerformAction,https://schema.org/EntertainmentBusiness,,,,
https://schema.org/epidemiology,epidemiology,,,,"https://schema.org/MedicalCondition, https://schema.org/PhysicalActivity",https://schema.org/Text,,,,
https://schema.org/episode,episode,https://schema.org/hasPart,,,"https://schema.org/CreativeWorkSeason, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGameSeries",https://schema.org/Episode,,https://schema.org/episodes,,
https://schema.org/episodeNumber,episodeNumber,https://schema.org/position,,,https://schema.org/Episode,"https://schema.org/Integer, https://schema.org/Text",,,,
https://schema.org/episodes,episodes,,,,"https://schema.org/CreativeWorkSeason, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGameSeries",https://schema.org/Episode,,,https://schema.org/episode,
https://schema.org/equal,equal,,,,https://schema.org/QualitativeValue,https://schema.org/QualitativeValue,,,,
https://schema.org/error,error,,,,https://schema.org/Action,https://schema.org/Thing,,,,
https://schema.org/estimatedCost,estimatedCost,,,,"https://schema.org/HowTo, https://schema.org/HowToSupply","https://schema.org/MonetaryAmount, https://schema.org/Text",,,,
https://schema.org/estimatedFlightDuration,estimatedFlightDuration,,,,https://schema.org/Flight,"https://schema.org/Duration, https://schema.org/Text",,,,
https://schema.org/estimatedSalary,estimatedSalary,,,,"https://schema.org/JobPosting, https://schema.org/Occupation","https://schema.org/MonetaryAmount, https://schema.org/MonetaryAmountDistribution, https://schema.org/Number",,,,
https://schema.org/estimatesRiskOf,estimatesRiskOf,,,,https://schema.org/MedicalRiskEstimator,https://schema.org/MedicalEntity,,,,
https://schema.org/ethicsPolicy,ethicsPolicy,,,,"https://schema.org/NewsMediaOrganization, https://schema.org/Organization","https://schema.org/CreativeWork, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/event,event,,,,"https://schema.org/InformAction, https://schema.org/InviteAction, https://schema.org/JoinAction, https://schema.org/LeaveAction, https://schema.org/Organization, https://schema.org/Place, https://schema.org/PlayAction",https://schema.org/Event,,https://schema.org/events,,
https://schema.org/eventAttendanceMode,eventAttendanceMode,,,,https://schema.org/Event,https://schema.org/EventAttendanceModeEnumeration,,,,https://pending.schema.org
https://schema.org/eventSchedule,eventSchedule,,,,https://schema.org/Event,https://schema.org/Schedule,,,,https://pending.schema.org
https://schema.org/eventStatus,eventStatus,,,,https://schema.org/Event,https://schema.org/EventStatusType,,,,
https://schema.org/events,events,,,,"https://schema.org/Organization, https://schema.org/Place",https://schema.org/Event,,,https://schema.org/event,
https://schema.org/evidenceLevel,evidenceLevel,,,,https://schema.org/MedicalGuideline,https://schema.org/MedicalEvidenceLevel,,,,
https://schema.org/evidenceOrigin,evidenceOrigin,,,,https://schema.org/MedicalGuideline,https://schema.org/Text,,,,
https://schema.org/exampleOfWork,exampleOfWork,,,,https://schema.org/CreativeWork,https://schema.org/CreativeWork,https://schema.org/workExample,,,
https://schema.org/exceptDate,exceptDate,,,,https://schema.org/Schedule,"https://schema.org/Date, https://schema.org/DateTime",,,,https://pending.schema.org
https://schema.org/exchangeRateSpread,exchangeRateSpread,,,,https://schema.org/ExchangeRateSpecification,"https://schema.org/MonetaryAmount, https://schema.org/Number",,,,https://pending.schema.org
https://schema.org/executableLibraryName,executableLibraryName,,,,https://schema.org/APIReference,https://schema.org/Text,,https://schema.org/assembly,,
https://schema.org/exerciseCourse,exerciseCourse,https://schema.org/location,,,https://schema.org/ExerciseAction,https://schema.org/Place,,https://schema.org/course,,
https://schema.org/exercisePlan,exercisePlan,https://schema.org/instrument,,,https://schema.org/ExerciseAction,https://schema.org/ExercisePlan,,,,
https://schema.org/exerciseRelatedDiet,exerciseRelatedDiet,https://schema.org/instrument,,,https://schema.org/ExerciseAction,https://schema.org/Diet,,,,
https://schema.org/exerciseType,exerciseType,,,,"https://schema.org/ExerciseAction, https://schema.org/ExercisePlan",https://schema.org/Text,,,,
https://schema.org/exifData,exifData,,,,https://schema.org/ImageObject,"https://schema.org/PropertyValue, https://schema.org/Text",,,,
https://schema.org/expectedArrivalFrom,expectedArrivalFrom,,,,https://schema.org/ParcelDelivery,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/expectedArrivalUntil,expectedArrivalUntil,,,,https://schema.org/ParcelDelivery,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/expectedPrognosis,expectedPrognosis,,,,https://schema.org/MedicalCondition,https://schema.org/Text,,,,
https://schema.org/expectsAcceptanceOf,expectsAcceptanceOf,,,,"https://schema.org/ActionAccessSpecification, https://schema.org/ConsumeAction, https://schema.org/MediaSubscription",https://schema.org/Offer,,,,
https://schema.org/experienceInPlaceOfEducation,experienceInPlaceOfEducation,,,,https://schema.org/JobPosting,https://schema.org/Boolean,,,,https://pending.schema.org
https://schema.org/experienceRequirements,experienceRequirements,,,,"https://schema.org/JobPosting, https://schema.org/Occupation","https://schema.org/OccupationalExperienceRequirements, https://schema.org/Text",,,,
https://schema.org/expertConsiderations,expertConsiderations,,,,https://schema.org/Diet,https://schema.org/Text,,,,
https://schema.org/expires,expires,,,,"https://schema.org/Certification, https://schema.org/CreativeWork","https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/expressedIn,expressedIn,,,,https://schema.org/Gene,"https://schema.org/AnatomicalStructure, https://schema.org/AnatomicalSystem, https://schema.org/BioChemEntity, https://schema.org/DefinedTerm",,,,https://pending.schema.org
https://schema.org/familyName,familyName,,,,https://schema.org/Person,https://schema.org/Text,,,,
https://schema.org/fatContent,fatContent,,,,https://schema.org/NutritionInformation,https://schema.org/Mass,,,,
https://schema.org/faxNumber,faxNumber,,,,"https://schema.org/ContactPoint, https://schema.org/Organization, https://schema.org/Person, https://schema.org/Place",https://schema.org/Text,,,,
https://schema.org/featureList,featureList,,,,https://schema.org/SoftwareApplication,"https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/feesAndCommissionsSpecification,feesAndCommissionsSpecification,,,,"https://schema.org/FinancialProduct, https://schema.org/FinancialService","https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/fiberContent,fiberContent,,,,https://schema.org/NutritionInformation,https://schema.org/Mass,,,,
https://schema.org/fileFormat,fileFormat,,,,https://schema.org/CreativeWork,"https://schema.org/Text, https://schema.org/URL",,,https://schema.org/encodingFormat,
https://schema.org/fileSize,fileSize,,,,https://schema.org/SoftwareApplication,https://schema.org/Text,,,,
https://schema.org/financialAidEligible,financialAidEligible,,,,"https://schema.org/Course, https://schema.org/EducationalOccupationalProgram","https://schema.org/DefinedTerm, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/firstAppearance,firstAppearance,https://schema.org/workExample,,,https://schema.org/Claim,https://schema.org/CreativeWork,,,,https://pending.schema.org
https://schema.org/firstPerformance,firstPerformance,,,,https://schema.org/MusicComposition,https://schema.org/Event,,,,
https://schema.org/flightDistance,flightDistance,,,,https://schema.org/Flight,"https://schema.org/Distance, https://schema.org/Text",,,,
https://schema.org/flightNumber,flightNumber,https://schema.org/identifier,,,https://schema.org/Flight,https://schema.org/Text,,,,
https://schema.org/floorLevel,floorLevel,,,,https://schema.org/Accommodation,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/floorLimit,floorLimit,,,,https://schema.org/PaymentCard,https://schema.org/MonetaryAmount,,,,https://pending.schema.org
https://schema.org/floorSize,floorSize,,,,"https://schema.org/Accommodation, https://schema.org/FloorPlan",https://schema.org/QuantitativeValue,,,,
https://schema.org/followee,followee,https://schema.org/object,,,https://schema.org/FollowAction,"https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/follows,follows,,,,https://schema.org/Person,https://schema.org/Person,,,,
https://schema.org/followup,followup,,,,https://schema.org/MedicalProcedure,https://schema.org/Text,,,,
https://schema.org/foodEstablishment,foodEstablishment,https://schema.org/location,,,https://schema.org/CookAction,"https://schema.org/FoodEstablishment, https://schema.org/Place",,,,
https://schema.org/foodEvent,foodEvent,https://schema.org/location,,,https://schema.org/CookAction,https://schema.org/FoodEvent,,,,
https://schema.org/foodWarning,foodWarning,,,,https://schema.org/Drug,https://schema.org/Text,,,,
https://schema.org/founder,founder,,,,https://schema.org/Organization,https://schema.org/Person,,https://schema.org/founders,,
https://schema.org/founders,founders,,,,https://schema.org/Organization,https://schema.org/Person,,,https://schema.org/founder,
https://schema.org/foundingDate,foundingDate,,,,https://schema.org/Organization,https://schema.org/Date,,,,
https://schema.org/foundingLocation,foundingLocation,,,,https://schema.org/Organization,https://schema.org/Place,,,,
https://schema.org/free,free,,,,https://schema.org/PublicationEvent,https://schema.org/Boolean,,,https://schema.org/isAccessibleForFree,
https://schema.org/freeShippingThreshold,freeShippingThreshold,,,,https://schema.org/ShippingRateSettings,"https://schema.org/DeliveryChargeSpecification, https://schema.org/MonetaryAmount",,,,https://pending.schema.org
https://schema.org/frequency,frequency,,,https://schema.org/repeatFrequency,https://schema.org/DoseSchedule,https://schema.org/Text,,,,
https://schema.org/fromLocation,fromLocation,https://schema.org/location,,,"https://schema.org/ExerciseAction, https://schema.org/MoveAction, https://schema.org/TransferAction",https://schema.org/Place,,,,
https://schema.org/fuelCapacity,fuelCapacity,,,,https://schema.org/Vehicle,https://schema.org/QuantitativeValue,,,,https://auto.schema.org
https://schema.org/fuelConsumption,fuelConsumption,,,,https://schema.org/Vehicle,https://schema.org/QuantitativeValue,,,,
https://schema.org/fuelEfficiency,fuelEfficiency,,,,https://schema.org/Vehicle,https://schema.org/QuantitativeValue,,,,
https://schema.org/fuelType,fuelType,,,,"https://schema.org/EngineSpecification, https://schema.org/Vehicle","https://schema.org/QualitativeValue, https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/functionalClass,functionalClass,,,,https://schema.org/Joint,"https://schema.org/MedicalEntity, https://schema.org/Text",,,,
https://schema.org/fundedItem,fundedItem,,,,https://schema.org/Grant,"https://schema.org/BioChemEntity, https://schema.org/CreativeWork, https://schema.org/Event, https://schema.org/MedicalEntity, https://schema.org/Organization, https://schema.org/Person, https://schema.org/Product",https://schema.org/funding,,,https://pending.schema.org
https://schema.org/funder,funder,https://schema.org/sponsor,,,"https://schema.org/CreativeWork, https://schema.org/Event, https://schema.org/Grant, https://schema.org/MonetaryGrant, https://schema.org/Organization, https://schema.org/Person","https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/funding,funding,,,,"https://schema.org/BioChemEntity, https://schema.org/CreativeWork, https://schema.org/Event, https://schema.org/MedicalEntity, https://schema.org/Organization, https://schema.org/Person, https://schema.org/Product",https://schema.org/Grant,https://schema.org/fundedItem,,,https://pending.schema.org
https://schema.org/game,game,,,,https://schema.org/GameServer,https://schema.org/VideoGame,https://schema.org/gameServer,,,
https://schema.org/gameAvailabilityType,gameAvailabilityType,,,,https://schema.org/PlayGameAction,"https://schema.org/GameAvailabilityEnumeration, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/gameEdition,gameEdition,,,,https://schema.org/VideoGame,https://schema.org/Text,,,,
https://schema.org/gameItem,gameItem,,,,"https://schema.org/Game, https://schema.org/VideoGameSeries",https://schema.org/Thing,,,,
https://schema.org/gameLocation,gameLocation,,,,"https://schema.org/Game, https://schema.org/VideoGameSeries","https://schema.org/Place, https://schema.org/PostalAddress, https://schema.org/URL",,,,
https://schema.org/gamePlatform,gamePlatform,,,,"https://schema.org/VideoGame, https://schema.org/VideoGameSeries","https://schema.org/Text, https://schema.org/Thing, https://schema.org/URL",,,,
https://schema.org/gameServer,gameServer,,,,https://schema.org/VideoGame,https://schema.org/GameServer,https://schema.org/game,,,
https://schema.org/gameTip,gameTip,,,,https://schema.org/VideoGame,https://schema.org/CreativeWork,,,,
https://schema.org/gender,gender,,,,"https://schema.org/Person, https://schema.org/SportsTeam","https://schema.org/GenderType, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/genre,genre,,,https://schema.org/legislationType,"https://schema.org/BroadcastChannel, https://schema.org/CreativeWork, https://schema.org/MusicGroup","https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/geo,geo,,,,https://schema.org/Place,"https://schema.org/GeoCoordinates, https://schema.org/GeoShape",,,,
https://schema.org/geoContains,geoContains,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoCoveredBy,geoCoveredBy,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoCovers,geoCovers,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoCrosses,geoCrosses,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoDisjoint,geoDisjoint,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoEquals,geoEquals,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoIntersects,geoIntersects,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoMidpoint,geoMidpoint,,,,https://schema.org/GeoCircle,https://schema.org/GeoCoordinates,,,,
https://schema.org/geoOverlaps,geoOverlaps,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoRadius,geoRadius,,,,https://schema.org/GeoCircle,"https://schema.org/Distance, https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/geoTouches,geoTouches,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geoWithin,geoWithin,,,,"https://schema.org/GeospatialGeometry, https://schema.org/Place","https://schema.org/GeospatialGeometry, https://schema.org/Place",,,,
https://schema.org/geographicArea,geographicArea,,,,https://schema.org/Audience,https://schema.org/AdministrativeArea,,,,
https://schema.org/gettingTestedInfo,gettingTestedInfo,,,,https://schema.org/SpecialAnnouncement,"https://schema.org/URL, https://schema.org/WebContent",,,,https://pending.schema.org
https://schema.org/givenName,givenName,,,,https://schema.org/Person,https://schema.org/Text,,,,
